Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Material,Occasion,Pattern,Sole Material,Sustainable,Type,Warranty,BIS Certificate Image URL,BIS Certificate Number,BIS Expiry Date,Character,Contact Brand or Retailer for pre-sales product queries
Sparx,Men Printed Thong Flip-Flops,₹449,MRP ₹499,(10% OFF),4,35 Ratings,"A pair of navy blue and black printed thong flip-flops
Fabric upper
Cushioned footbed
Patterned rubber outsole",Fabric,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Sparx,Men Printed Thong Flip-Flops,₹494,MRP ₹549,(10% OFF),4.3,19 Ratings,"A pair of black and red printed thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole",Fabric,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Woodland,Men Textured Thong Flip-Flops,₹416,MRP ₹595,(30% OFF),4.2,108 Ratings,"A pair of olive green textured thong flip-flops with brand logo print
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer
Warranty not applicable on strap related defects and inconsistencies",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
OZZOH,Men Striped Thong Flip-Flops,₹499,MRP ₹999,(50% OFF),4.2,86 Ratings,"A pair of olive green striped thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Striped,EVA,Regular,Thong Flip-Flops,,,,,,
Action,Men Slip On Flip Flops,₹629,MRP ₹1499,(58% OFF),4,168 Ratings,"A pair of navy blue solid slip on flip flops
Rubber upper
Cushioned footbed
Textured and patterned EVA outsole",Rubber,Casual,Solid,EVA,Regular,Slip-On,,,,,,
Action,Men Thong Flip-Flops,₹464,MRP ₹499,(7% OFF),4.5,11 Ratings,"A pair of grey self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Duke,Men Printed Thong Flip-Flops,₹359,MRP ₹599,(40% OFF),4.4,76 Ratings,"A pair of olive green and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Sparx,Men Colourblocked Thong Flip-Flops,₹474,MRP ₹499,(5% OFF),4.4,56 Ratings,"A pair of black and red colourblocked thong flip-flops
Fabric upper
Cushioned footbed
Patterned rubber outsole",Fabric,Casual,Colourblocked,Rubber,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Sparx,Men Thong Flip-Flops,₹449,MRP ₹499,(10% OFF),5,5 Ratings,"A pair of red and black solid thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Solid,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
aadi,Men Printed Slider Flip Flops,₹419,MRP ₹1999,(79% OFF),4,58 Ratings,"A pair of grey and black printed sliders
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Printed,Rubber,Regular,Sliders,,,,,,
Sparx,Men Perforated Thong Flip-Flops,₹409,MRP ₹499,(18% OFF),3.9,23 Ratings,"A pair of navy blue and red perforated thong flip-flops
Fabric upper
Cushioned footbed
Patterned rubber outsole",Fabric,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Duke,Men Printed Thong Flip-Flops,₹356,MRP ₹549,(35% OFF),3.8,76 Ratings,"A pair of burgundy and yellow printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,1 month,,,,,
max,Men Colourblocked Thong Flip-Flops,₹359,MRP ₹399,(10% OFF),4.1,52 Ratings,"A pair of blue & white colourblocked thong flip-flops
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",PU,Casual,Colourblocked,PVC,Regular,Thong Flip-Flops,,,,,,
Duke,Men Colourblocked Thong Flip-Flops,₹324,MRP ₹499,(35% OFF),4,101 Ratings,"A pair of red ,navy blue & white colourblocked thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Colourblocked,EVA,Regular,Thong Flip-Flops,15 days,,,,,
Woodland,Men Textured Thong Flip-Flops,₹556,MRP ₹795,(30% OFF),4.4,66 Ratings,"A pair of black and red textured thong flip-flop, has regular styling, slip-on closure
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Self Design,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Liberty,Men Thong Flip-Flops,₹1165,MRP ₹2199,(47% OFF),4.1,149 Ratings,"A pair of black and gold-toned solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
Carlton London,Men Thong Flip-Flops,₹989,MRP ₹1799,(45% OFF),3.8,21 Ratings,"A pair of red and tan solid slip-on
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand /manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,,,,,
ID,Men Printed Thong Flip-Flops,₹950,MRP ₹2585,(Rs. 1635 OFF),4.2,219 Ratings,"A pair of black and blue printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Printed,PVC,Regular,Thong Flip-Flops,,,,,,
Floatz,Men Grey Thong Flip-Flops,₹1019,MRP ₹1199,(15% OFF),4.1,42 Ratings,"A pair of grey solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Solid,Synthetic,Regular,Thong Flip-Flops,,,,,,
CASSIEY,Men Croslite Thong Flip-Flops,₹749,MRP ₹999,(Rs. 250 OFF),3.1,7 Ratings,"A pair of grey and green self design thong flip-flops
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
ABROS,Men Textured Thong Flip-Flops,₹489,MRP ₹499,(2% OFF),4.6,5 Ratings,"A pair of brown textured thong flip-flops
Fabric upper
Cushioned footbed
Patterned tpr outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fabric,Casual,Solid,TPR,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/48b38b87-934f-470e-ac4d-575e027b2e881724670153323-Adobe-Scan-26-Aug-2024_page-0001.jpg,1234567,31/07/2026,,
Sparx,Men Textured Thong Flip-Flops,₹449,MRP ₹499,(10% OFF),4.6,30 Ratings,"A pair of camel brown self design thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Layasa,Men Slip-On Flip Flops,₹599,MRP ₹1499,(60% OFF),4.3,11 Ratings,"A pair of black and white solid sliders
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Slip-On,,,,,,
Paragon,Men Comfort Flip Flops,₹461,MRP ₹659,(30% OFF),4.1,40 Ratings,"A pair of comfort sandals
Fabric upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,1 month,,,,,
NEOZ,Men Rubber Thong Flip Flops,₹917,MRP ₹1699,(46% OFF),4.3,107 Ratings,"A pair of navy blue and grey self design thong flip flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Sparx,Men Printed Thong Flip-Flops,₹450,MRP ₹474,(5% OFF),4.3,18 Ratings,"A pair of olive green and orange printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
FAUSTO,Men Tan Thong Flip-Flops,₹1000,MRP ₹1099,(9% OFF),3.4,17 Ratings,"A pair of tan solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Solid,TPR,Regular,Thong Flip-Flops,,,,,NASA,
Koburg,Men Rubber Thong Flip-Flops,₹659,MRP ₹2199,(70% OFF),3.9,8 Ratings,"A pair of black and grey colourblocked thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Colourblocked,EVA,Regular,Thong Flip-Flops,,,,,,
NEOZ,Men Rubber Slider Flip Flops,₹866,MRP ₹1699,(49% OFF),4.3,106 Ratings,"A pair of grey solid sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Sliders,,,,,,
OZZOH,Men Striped Thong Flip-Flops,₹499,MRP ₹999,(50% OFF),4.1,87 Ratings,"A pair of black striped thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Striped,EVA,Regular,Thong Flip-Flops,,,,,,
MOZAFIA,Men Thong Flip-Flops,₹798,MRP ₹1699,(53% OFF),3.9,16 Ratings,"A pair of navy blue and red solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
OZZOH,Men Striped Thong Flip-Flops,₹499,MRP ₹999,(50% OFF),4.1,87 Ratings,"A pair of khaki striped thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Striped,EVA,Regular,Thong Flip-Flops,,,,,,
hummel,Men Thong Flip-Flops,₹519,MRP ₹799,(35% OFF),3.9,18 Ratings,"A pair of orange and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Woodland,Men Textured Thong Flip-Flops,₹416,MRP ₹595,(30% OFF),4.2,90 Ratings,"A pair of blue and black textured thong flip-flops with brand logo print
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer
Warranty not applicable on strap related defects and inconsistencies",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Koburg,Men Rubber Thong Flip-Flops,₹659,MRP ₹2199,(70% OFF),4.1,33 Ratings,"A pair of solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,,,,,
BERSACHE,Men Rubber Clogs Flip Flops,₹619,MRP ₹1999,(Rs. 1380 OFF),3.8,24 Ratings,"A pair of black solid slip-on
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Clogs,,,,,,
BERSACHE,Men Rubber Thong Flip-Flops,₹619,MRP ₹1999,(Rs. 1380 OFF),3.8,28 Ratings,"A pair of blue self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
SOFTIO,Men Grey Thong Flip-Flops,₹959,MRP ₹3999,(76% OFF),2.6,13 Ratings,"A pair of grey solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,3 months,,,,,
Mast & Harbour,Men Thong Flip-Flops,₹550,MRP ₹1899,(71% OFF),2.8,16 Ratings,"A pair of grey and black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Bata,Men Striped Thong Flip-Flops,₹539,MRP ₹599,(10% OFF),4.5,6 Ratings,"A pair of black and white striped thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Striped,EVA,Regular,Thong Flip-Flops,,,,,,
max,Men Thong Flip-Flops,₹449,MRP ₹499,(10% OFF),4.3,25 Ratings,"A pair of olive green and white self design thong flip-flops
Pu upper
Cushioned footbed
Patterned pvc outsole",PU,Casual,Self Design,PVC,Regular,Thong Flip-Flops,,,,,,
Action,Men Thong Flip-Flops,₹464,MRP ₹499,(7% OFF),4.5,11 Ratings,"A pair of black and white self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Goldstar,Men Thong Flip-Flops,₹454,MRP ₹1299,(65% OFF),3.3,7 Ratings,"A pair of olive green solid Thong Flip-Flops
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
CHUPPS,Men Kaleen Flip Flops,₹449,MRP ₹899,(50% OFF),4.6,12 Ratings,"A pair of black and white printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,6 months,,,,,
NEOZ,Men Rubber Slider Flip Flops,₹866,MRP ₹1699,(49% OFF),4.3,106 Ratings,"A pair of green solid sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Sliders,,,,,,
Cantabil,Men Printed Thong Flip-Flops,₹499,MRP ₹999,(50% OFF),4.3,7 Ratings,"A pair of grey and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
Action,Men Rubber Thong Flip-Flops,₹494,MRP ₹1499,(67% OFF),5,5 Ratings,"A pair of black self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Action,Men Rubber Thong Flip-Flops,₹464,MRP ₹499,(7% OFF),4.4,42 Ratings,"A pair of black and blue solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
ABROS,Men Fabric Thong Flip-Flops,₹459,MRP ₹469,(2% OFF),4.7,7 Ratings,"A pair of black solid thong flip-flops
Fabric upper
Cushioned footbed
Patterned TPR outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fabric,Casual,Solid,TPR,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/48b38b87-934f-470e-ac4d-575e027b2e881724670153323-Adobe-Scan-26-Aug-2024_page-0001.jpg,1234567,31/07/2026,,
Layasa,Men Sliders Flip Flops,₹599,MRP ₹1499,(60% OFF),4.3,11 Ratings,"A pair of tan and white solid sliders
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Slip-On,,,,,,
Sparx,Men Printed Thong Flip-Flops,₹521,MRP ₹579,(10% OFF),4,12 Ratings,"A pair of brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Solid,TPR,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
hummel,Men Printed Thong Flip-Flops,₹519,MRP ₹799,(35% OFF),3.9,18 Ratings,"A pair of green and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Action,Men Rubber Thong Flip-Flops,₹494,MRP ₹1499,(67% OFF),5,5 Ratings,"A pair of grey self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
CHUPPS,Men Kaleen Kharad Flip Flops,₹449,MRP ₹899,(50% OFF),4,26 Ratings,"A pair of black and white printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,6 months,,,,,
Big Fox,Men Thong Flip-Flops,₹849,MRP ₹2499,(66% OFF),3.6,74 Ratings,"A pair of brown solid thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole",Fabric,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Action Plus,Men Slip On Flip Flops,₹629,MRP ₹1499,(58% OFF),3.8,41 Ratings,"A pair of navy blue slip on flip flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Slip-On,,,,,,
Action,Men Textured Thong Flip-Flops,₹616,MRP ₹649,(5% OFF),4,84 Ratings,"A pair of brown textured thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Action Plus,Men Thong Flip-Flops,₹614,MRP ₹1499,(59% OFF),3.4,10 Ratings,"A pair of black solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Action Plus,Men Thong Flip-Flops,₹614,MRP ₹1499,(59% OFF),3.4,10 Ratings,"A pair of grey solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Layasa,Men Slip-On Flip Flops,₹599,MRP ₹1499,(60% OFF),4.3,11 Ratings,"A pair of navy blue and white solid sliders
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Slip-On,,,,,,
Red Tape,Men Thong Flip-Flops,₹599,MRP ₹1997,(70% OFF),4.1,41 Ratings,"A pair of mauve solid thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand owner/manufacturer",PU,Casual,Solid,EVA,Regular,Thong Flip-Flops,45 days,,,,,
Goldstar,Men Thong Flip-Flops,₹454,MRP ₹1299,(65% OFF),3.3,7 Ratings,"A pair of grey solid thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Goldstar,Men Thong Flip-Flops,₹454,MRP ₹1299,(65% OFF),3.3,7 Ratings,"A pair of blue solid thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Carlton London,Men Thong Flip-Flops,₹1079,MRP ₹1799,(40% OFF),3.9,22 Ratings,"A pair of tan and beige solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Floatz,Men Printed Thong Flip-Flops,₹1104,MRP ₹1299,(15% OFF),4.5,20 Ratings,"A pair of olive green,brown and black printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
MOZAFIA,Men Thong Flip-Flops,₹696,MRP ₹1699,(59% OFF),4,21 Ratings,"A pair of navy blue and white solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
SOFTIO,Men Black Thong Flip-Flops,₹959,MRP ₹3999,(76% OFF),3.5,19 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
SOFTIO,Men Blue Thong Flip-Flops,₹959,MRP ₹3999,(76% OFF),3.4,7 Ratings,"A pair of blue solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
FAUSTO,Men Black Thong Flip-Flops,₹1000,MRP ₹1099,(9% OFF),3.4,17 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Solid,TPR,Regular,Thong Flip-Flops,,,,,,
SOFTIO,Men Blue Thong Flip-Flops,₹959,MRP ₹3999,(76% OFF),4,6 Ratings,"A pair of blue solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,3 months,,,,,
Sparx,Men Printed Thong Flip-Flops,₹296,MRP ₹329,(10% OFF),4.4,1.4k Ratings,"A pair of grey and black printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Sparx,Men Printed Thong Flip-Flops,₹296,MRP ₹329,(10% OFF),4.4,1.4k Ratings,"A pair of red and black printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Jack & Jones,Men Printed Flip Flops Sliders,₹1444,MRP ₹1699,(15% OFF),3.9,59 Ratings,"A pair of black and yellow printed sliders
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",PU,Casual,Printed,EVA,Regular,Sliders,3 months,https://assets.myntassets.com/assets/images/2024/8/29/93528f49-6df3-4677-9515-2b054bb5e7361724908226991-Dawar-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Sparx,Men Textured Thong Flip-Flops,₹296,MRP ₹329,(10% OFF),4.6,142 Ratings,"A pair of blue and black textured thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
max,Men Grey Flip Flops,₹299,MRP ₹399,(Rs. 100 OFF),4,1.6k Ratings,"A pair of grey  Flip Flops
Pu upper with slip-on closure
Cushioned footbed
Patterned pu outsole",Synthetic,Casual,Solid,Synthetic,Regular,Slip-On,,,,,,
WROGN,Men Printed Thong Flip-Flops,₹395,MRP ₹899,(56% OFF),4.2,37 Ratings,"A pair of grey and fluorescent green printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned TPR outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer
Warranty not applicable on strap related defects and inconsistencies",Synthetic,Casual,Printed,TPR,Regular,Thong Flip-Flops,3 months,,,,,
Puma,Men Eezay Thong Flip-Flops,₹1329,MRP ₹1899,(30% OFF),4.5,710 Ratings,"A pair of grey and black printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,3 months,https://assets.myntassets.com/assets/images/2024/8/19/b980d608-95eb-48a0-8657-e5f40c2f7d291724051134951-PUMA-22_page-0001.jpg,1234567,31/07/2026,,
Sparx,Men Colourblocked Thong Flip-Flops,₹296,MRP ₹329,(10% OFF),4.4,366 Ratings,"A pair of grey and black colourblocked thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Colourblocked,TPR,Regular,Thong Flip-Flops,,,,,,
WROGN,Men Printed Thong Flip-Flops,₹395,MRP ₹899,(56% OFF),4.1,47 Ratings,"A pair of orange and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned TPR outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer
Warranty not applicable on strap related defects and inconsistencies",Synthetic,Casual,Printed,TPR,Regular,Thong Flip-Flops,3 months,,,,,
Sparx,Men Red & Black Flip-Flops,₹296,MRP ₹329,(10% OFF),4.5,47 Ratings,"A pair of open-toed red and black flip-flops with slip-on styling
Synthetic thong-style upper with overlays and stitched detailing, has branding
Comfortable and patterned EVA footbed
Textured and patterned outsole
Warranty: 60 days from the date of purchase against genuine manufacturing defects",Synthetic,,Solid,Rubber,,Thong Flip-Flops,2 months,,,,,
Aqualite,Men Printed Thong Flip-Flops,₹371,MRP ₹599,(Rs. 228 OFF),4.3,20 Ratings,"A pair of maroon and cream-coloured printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
SCENTRA,Men Perforated Thong Flip-Flops,₹223,MRP ₹799,(72% OFF),4.1,72 Ratings,"A pair of brown perforated thong flip-flops
Fabric upper
Cushioned footbed
Patterned rubber outsole",Fabric,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
Aqualite,Men Printed Thong Flip-Flops,₹371,MRP ₹599,(Rs. 228 OFF),4,6 Ratings,"A pair of navy blue and brown printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
Hush Puppies,Men Thong Flip-Flops,₹2124,MRP ₹2499,(15% OFF),4.2,5 Ratings,"A pair of black and brown solid thong flip-flops
Pu upper
Cushioned footbed
Patterned tpr outsole",PU,Casual,Solid,TPR,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/9/2/4a87c3d2-81a6-4924-b193-48bde7118e8d1725261852474-BIS-Certificate---Myntra-Jabong-India-Pvt.-Ltd--2-_page-0001.jpg,1234567,31/07/2026,,
