Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Type,Material,Fastening,Sole Material,Occasion,Warranty
Roadster,The Lifestyle Co Men Comfort Sandals,₹998,MRP ₹2495,(60% OFF),3.2,10 Ratings,"Tan solid Comfort sandals, secured with a side buckle closure
Synthetic upper
Cushioned footbed
Textured and patterned PU outsole",Comfort Sandals,Synthetic,Buckle,PU,Casual,
SHENCES,Men Comfort Sandals,₹989,MRP ₹3299,(70% OFF),3.3,7 Ratings,"A pair of tan comfort sandals,with slip-on closure
Synthetic upper 
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic,Slip-On,PU,Daily,
Bxxy,Men Elevator Sandals,₹1299,MRP ₹4999,(74% OFF),3.1,8 Ratings,"A pair of white fisherman sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned pu outsole",Fisherman Sandals,Synthetic,Velcro,PU,Daily,
AMICO,Men Fisherman Sandals,₹799,MRP ₹2199,(Rs. 1400 OFF),3.8,30 Ratings,"A pair of tan fisherman sandals
Syntheticupper with velcro closure
Cushioned footbed
Patterned tpr outsole",Fisherman Sandals,Synthetic,Velcro,TPR,Daily,
FAUSTO,Men Fisherman Sandals,₹1156,MRP ₹1299,(11% OFF),3.8,28 Ratings,"A pair of black fisherman sandals
Pu upper with velcro closure
Cushioned footbed
Patterned tpr outsole",Fisherman Sandals,PU,Velcro,TPR,Daily,
John Karsun,Men Comfort Sandals,₹729,MRP ₹3649,(80% OFF),3.6,19 Ratings,"A pair of comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned tpr outsole",Comfort Sandals,Synthetic Leather,Slip-On,TPR,Daily,
Big Fox,Men Clogs Sandals,₹698,MRP ₹1745,(60% OFF),3.3,6 Ratings,"A pair of white clogs
Synthetic upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Clogs,Synthetic,Slip-On,EVA,Daily,
HERE&NOW,Men Comfort Sandals,₹849,MRP ₹2499,(66% OFF),4.4,5 Ratings,"A pair of black comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic,Slip-On,Rubber,Daily,
REFOAM,Men Comfort Sandals,₹799,MRP ₹1999,(60% OFF),4.3,27 Ratings,"A pair of comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic Leather,Slip-On,Rubber,Daily,
Roadster,The Lifestyle Co Men Grey Sandals,₹797,MRP ₹1399,(43% OFF),4,442 Ratings,"A pair of grey comfort sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned tpr outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Comfort Sandals,Synthetic,Velcro,TPR,Daily,1 month
Sparx,Men Sports Sandals,₹674,MRP ₹749,(10% OFF),4.3,134 Ratings,"A pair of camel brown sports sandals
Fabric upper with velcro closure
Cushioned footbed
Patterned eva outsole",Sports Sandals,Synthetic,Velcro,Synthetic,Sports,
Action,Men Fisherman Sandals,₹1310,MRP ₹2299,(43% OFF),3.9,15 Ratings,"A pair of white fisherman sandals
Synthetic leather upper with velcro closure
Cushioned footbed
Patterned pu outsole",Fisherman Sandals,Synthetic Leather,Velcro,PU,Daily,
Bxxy,Men Elevator Sandals,₹1299,MRP ₹4999,(74% OFF),3.1,8 Ratings,"A pair of black fisherman sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned pu outsole",Fisherman Sandals,Synthetic,Velcro,PU,Daily,
One8,Men Comfort Sandals,₹989,MRP ₹1099,(10% OFF),3.9,12 Ratings,"A pair of black comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned tpr outsole",Comfort Sandals,Synthetic Leather,Slip-On,TPR,Daily,
Rising Wolf,Men Fisherman Sandals With Velcro,₹959,MRP ₹2999,(68% OFF),3.5,22 Ratings,"A pair of tanfisherman sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned pvc outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fisherman Sandals,Synthetic,Velcro,PVC,Daily,1 month
LEONCINO,Men Comfort Sandals,₹919,MRP ₹3596,(Rs. 2677 OFF),4.4,8 Ratings,"A pair of blue comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,
KARADDI,Men Comfort Sandals,₹879,MRP ₹1999,(56% OFF),3.8,5 Ratings,"A pair of black comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Comfort Sandals,Synthetic Leather,Slip-On,EVA,Daily,
AMICO,Men Fisherman Sandals,₹799,MRP ₹2199,(Rs. 1400 OFF),3.8,30 Ratings,"A pair of black fisherman sandals
Pu upper with velcro closure
Cushioned footbed
Patterned tpr outsole",Fisherman Sandals,PU,Velcro,TPR,Daily,
Prolific,Men Brown Sandals,₹758,MRP ₹3990,(81% OFF),4.3,29 Ratings,"A pair of brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned tpr outsole",Comfort Sandals,Synthetic,Slip-On,TPR,Daily,
Prolific,Men Brown Sandals,₹758,MRP ₹3990,(81% OFF),3.6,19 Ratings,"A pair of brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned tpr outsole",Comfort Sandals,Synthetic,Slip-On,TPR,Daily,
John Karsun,Men Fisherman Sandals,₹693,MRP ₹3649,(81% OFF),4.8,5 Ratings,"A pair of tan fisherman sandals
Synthetic leather upper with buckle closure
Cushioned footbed
Patterned synthetic outsole",Comfort Sandals,Synthetic Leather,Velcro,Synthetic,Daily,
John Karsun,Men Comfort Sandals,₹693,MRP ₹3649,(81% OFF),4.3,7 Ratings,"A pair of brown comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned synthetic outsole",Comfort Sandals,Synthetic Leather,Slip-On,Synthetic,Daily,
LEONCINO,Men Comfort Sandals,₹919,MRP ₹3596,(Rs. 2677 OFF),3.7,24 Ratings,"A pair of white comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,
bacca bucci,Men Comfort Sandals,₹599,MRP ₹1999,(Rs. 1400 OFF),3.9,7 Ratings,"A pair of olive green comfort sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic,Velcro,Rubber,Daily,
LEONCINO,Men Comfort Sandals,₹799,MRP ₹3196,(Rs. 2397 OFF),3.7,6 Ratings,"A pair of black comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned tpr outsole
Warranty: 1 month
Warranty provided by brand manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,TPR,Daily,1 month
Action,Men Printed Sandals,₹685,MRP ₹1399,(51% OFF),3.9,34 Ratings,"A pair of olive green,yellow and white comfort sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Sports Sandals,Synthetic,Velcro,Synthetic,Sports,
Rising Wolf,Men Fisherman Sandals With Velcro,₹959,MRP ₹2999,(68% OFF),3.5,22 Ratings,"A pair of black fisherman sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned pvc outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fisherman Sandals,Synthetic,Velcro,PVC,Daily,1 month
Bxxy,Men Elevator Sandals,₹1299,MRP ₹4999,(74% OFF),3.1,8 Ratings,"A pair of tan brown and black fisherman sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned pu outsole",Fisherman Sandals,Synthetic,Velcro,PU,Daily,
Bxxy,Men Elevator Sandals,₹1299,MRP ₹4999,(74% OFF),3.1,8 Ratings,"A pair of brown fisherman sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned pu outsole",Shoe-Style Sandals,Synthetic,Velcro,PU,Daily,
CLYMB,Men Sports Sandals,₹569,MRP ₹999,(43% OFF),3.4,14 Ratings,"A pair of sports sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned tpr outsole",Sports Sandals,Synthetic,Velcro,Synthetic,Sports,
Roadster,Men Blue Sandals,₹899,MRP ₹2999,(Rs. 2100 OFF),3.2,52 Ratings,Roadster Men's Blue Faux Leather Casual Slip On Sandals,Comfort Sandals,Synthetic Leather,Buckle,Rubber,Daily,3 months
SHENCES,Men Black Sandals,₹1149,MRP ₹2299,(50% OFF),4,41 Ratings,"A pair of black comfort sandals
Leather upper with slip-on closure
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Comfort Sandals,Leather,Slip-On,Rubber,Daily,3 months
John Karsun,Men Black Sandals,₹819,MRP ₹4099,(80% OFF),4.6,25 Ratings,"A pair of black shoe-style sandals
Synthetic Leather upper with velcro closure
Cushioned footbed
Patterned synthetic outsole",Shoe-Style Sandals,Synthetic Leather,Velcro,Synthetic,Daily,
Mochi,Men Comfort Sandals,₹1883,MRP ₹2690,(30% OFF),4.6,38 Ratings,"A pair of black comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,PU,Daily,1 month
Mochi,Men Comfort Sandals,₹1883,MRP ₹2690,(30% OFF),4.6,40 Ratings,"A pair of brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,PU,Daily,1 month
Mochi,Men Comfort Sandals,₹1748,MRP ₹2690,(35% OFF),4.1,19 Ratings,"A pair of brown comfort sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Velcro,PU,Daily,1 month
Paragon,Men Comfort Sandals,₹549,MRP ₹999,(45% OFF),4.3,69 Ratings,"A pair of black comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,PU,Casual,1 month
Paragon,Men Comfort Sandals,₹549,MRP ₹999,(45% OFF),4.4,160 Ratings,"A pair of brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,PU,Casual,1 month
Crocs,Men White Sandals,₹3736,MRP ₹5495,(32% OFF),4.2,111 Ratings,"A pair of white clogs
Rubber upper with slip-on closure
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Clogs,Rubber,Slip-On,Rubber,Daily,3 months
Paragon,Men Comfort Sandals,₹549,MRP ₹999,(45% OFF),4.4,158 Ratings,"A pair of black comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,PU,Casual,1 month
Wildcraft,Men Sports Sandals,₹1804,MRP ₹1899,(5% OFF),4,23 Ratings,"A pair of  Sports sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Sports Sandals,Synthetic,Velcro,Synthetic,Sports,
ESMEE,Men Comfort Sandals,₹1499,MRP ₹4999,(70% OFF),3.8,8 Ratings,"A pair of brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,EVA,Daily,1 month
Carlton London,Men Comfort Sandals,₹1539,MRP ₹2799,(45% OFF),3.7,36 Ratings,"A pair of tan brown comfort solid sandals, has regular styling
Synthetic upper with buckle closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Buckle,EVA,Daily,1 month
Hitz,Men Brown Sandals,₹1932,MRP ₹4295,(55% OFF),4.8,27 Ratings,"A pair of brown comfort sandals
Leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Comfort Sandals,Leather,Slip-On,PU,Daily,1 month
Aqualite,Men Clogs Sandals,₹503,MRP ₹899,(Rs. 396 OFF),4.1,1.1k Ratings,"A pair of blue clogs
Croslite upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Clogs,Croslite,Slip-On,EVA,Daily,
Aqualite,Men Clogs Sandals,₹503,MRP ₹899,(Rs. 396 OFF),4.1,1k Ratings,"A pair of black clogs
Croslite upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Clogs,Croslite,Slip-On,EVA,Daily,
ESMEE,Men Comfort Sandals,₹1499,MRP ₹4999,(70% OFF),3.8,8 Ratings,"A pair of black comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,EVA,Daily,1 month
Paragon,Men Comfort Sandals,₹339,MRP ₹399,(15% OFF),3.9,19 Ratings,"A pair of comfort sandals
Rubber upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Comfort Sandals,Rubber,Slip-On,EVA,Daily,
Aqualite,Men Clogs Sandals,₹503,MRP ₹899,(Rs. 396 OFF),4.1,1k Ratings,"A pair of clogs
Croslite upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Clogs,Croslite,Slip-On,EVA,Daily,
Wildcraft,Men Sports Sandals,₹1610,MRP ₹1695,(5% OFF),4.1,21 Ratings,"A pair of grey sports sandals
Pu upper with velcro closure
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Sports Sandals,Synthetic,Velcro,Synthetic,Sports,
MICHAEL ANGELO,Men Comfort Sandals,₹2209,MRP ₹3399,(35% OFF),3.7,7 Ratings,"A pair of tan comfort sandals
Synthetic leather upper with buckle closure
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Buckle,Rubber,Daily,1 month
Regal,Men Black Sandals,₹1992,MRP ₹2490,(20% OFF),4.5,13 Ratings,"A pair of black shoe-style sandals
Synthetic Leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Shoe-Style Sandals,Synthetic Leather,Slip-On,PU,Daily,3 months
birgos,Men Comfort Sandals,₹1698,MRP ₹3899,(Rs. 2201 OFF),4,65 Ratings,"A pair of green comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned tpr outsole",Comfort Sandals,Synthetic Leather,Slip-On,TPR,Daily,
Wildcraft,Men Sports Sandals,₹1610,MRP ₹1695,(5% OFF),3.2,9 Ratings,"A pair of brown sports sandals
Pu upper with velcro closure
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Sports Sandals,Synthetic,Velcro,Synthetic,Sports,
Hitz,Men Black Sandals,₹2297,MRP ₹4595,(50% OFF),4.6,12 Ratings,"A pair of black comfort sandals
Leather upper with velcro closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Comfort Sandals,Leather,Velcro,PU,Daily,1 month
Carlton London,Men Fisherman Sandals,₹1539,MRP ₹2799,(45% OFF),4.3,76 Ratings,"A pair of black fisherman sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fisherman Sandals,Synthetic,Velcro,EVA,Daily,1 month
Aqualite,Men Clogs Sandals,₹503,MRP ₹899,(Rs. 396 OFF),4.1,1.1k Ratings,"A pair of blue clogs
Croslite upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Clogs,Croslite,Slip-On,EVA,Daily,
MICHAEL ANGELO,Men Comfort Sandals,₹2209,MRP ₹3399,(35% OFF),3.7,7 Ratings,"A pair of black comfort sandals
Synthetic leather upper with buckle closure
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Buckle,Rubber,Daily,1 month
Delize,Men Yellow Sandals,₹2149,MRP ₹4999,(57% OFF),3.7,6 Ratings,"A pair of yellow comfort sandals
Leather upper with velcro closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Comfort Sandals,Leather,Velcro,PU,Daily,1 month
Delize,Men Black Sandals,₹2149,MRP ₹4999,(57% OFF),2.7,7 Ratings,"A pair of black comfort sandals
Leather upper with buckle closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Comfort Sandals,Leather,Buckle,PU,Daily,1 month
Hitz,Men Brown Sandals,₹2394,MRP ₹4695,(49% OFF),4.2,6 Ratings,"A pair of brown comfort sandals
Leather upper with velcro closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Comfort Sandals,Leather,Velcro,PU,Daily,1 month
Delize,Men Black Sandals,₹2549,MRP ₹4999,(49% OFF),2.5,13 Ratings,"A pair of black comfort sandals
Leather upper with slip-on closure
Cushioned footbed
Patterned tpr outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Comfort Sandals,Leather,Slip-On,TPR,Daily,1 month
Mast & Harbour,Men Comfort Sandals,₹799,MRP ₹1599,(50% OFF),3.5,192 Ratings,"A pair of black comfort sandals
Synthetic upper with buckle closure
Cushioned footbed
Patterned eva outsole",Comfort Sandals,Synthetic,Buckle,EVA,Daily,
Rising Wolf,Men Comfort Sandals,₹839,MRP ₹2999,(72% OFF),3.9,29 Ratings,"A pair of black comfort sandals
Synthetic leather upper with velcro closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic Leather,Velcro,Rubber,Ethnic,
Provogue,Men Comfort Sandals,₹878,MRP ₹2929,(70% OFF),3.4,47 Ratings,"A pair of tan comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,PU,Ethnic,3 months
UNDERROUTE,Men Comfort Sandals,₹999,MRP ₹3999,(75% OFF),4,708 Ratings,"A pair of navy blue comfort sandals, with velcro closure
Synthetic upper 
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic,Velcro,PU,Daily,
Big Fox,Men Comfort Sandals,₹859,MRP ₹1999,(57% OFF),3.4,23 Ratings,"A pair of brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Comfort Sandals,Synthetic,Slip-On,EVA,Daily,
Roadster,Men Brown Sandals,₹699,MRP ₹2499,(72% OFF),4.1,16 Ratings,"Experience ultimate comfort and style with Roadster sandals. Featuring a convenient Velcro closure, these sandals have a durable synthetic upper and a lightweight phylon sole, ensuring a perfect blend of support and flexibility for all-day wear.",Comfort Sandals,Synthetic,Velcro,Phylon,Daily,
Roadster,The Lifestyle Co Men Sports Sandals,₹749,MRP ₹2499,(70% OFF),4.1,15 Ratings,"Grey solid sports sandals, secured with a velcro closure
Synthetic upper
Cushioned footbed
Textured and patterned Phylon outsole",Comfort Sandals,Synthetic,Velcro,Phylon,Daily,
Roadster,The Lifestyle Co Men Sports Sandals,₹539,MRP ₹1799,(70% OFF),4.8,21 Ratings,"Blue and red solid sports sandals, secured with a velcro closure
Synthetic upper
Cushioned footbed
Textured and patterned Phylon outsole",Comfort Sandals,Synthetic,Velcro,Rubber,Daily,
Roadster,Men Sports Sandals,₹799,MRP ₹1999,(60% OFF),4.2,95 Ratings,"A pair of olive green solid sports sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Sports Sandals,Synthetic,Velcro,Synthetic,Sports,
Mochi,Men Comfort Sandals,₹1488,MRP ₹2290,(35% OFF),4.5,14 Ratings,"A pair of black comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned synthetic outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,Synthetic,Daily,1 month
El Paso,Men Comfort Sandals,₹869,MRP ₹2899,(70% OFF),4.3,6 Ratings,"A pair of olive green comfort sandals
Synthetic leather upper with velcro closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Velcro,PU,Daily,3 months
SHENCES,Men Comfort Sandals,₹989,MRP ₹3299,(70% OFF),3.7,12 Ratings,"A pair of olive green comfort sandals
Synthetic suede upper with slip-on closure
Cushioned footbed
Patterned tpr outsole",Comfort Sandals,Synthetic Suede,Slip-On,TPR,Daily,
Provogue,Men Comfort Sandals,₹857,MRP ₹2859,(70% OFF),4,5 Ratings,"A pair of brown comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,3 months
Sparx,Men Sports Sandals,₹679,MRP ₹799,(15% OFF),4.8,8 Ratings,"A pair of navy blue solid sports sandals
Secured with a velcro closure
Rubber upper",Sports Sandals,Synthetic,Velcro,PU,Sports,
Liberty,Men Comfort Sandals,₹1004,MRP ₹1499,(33% OFF),4,9 Ratings,"A pair of  comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pvc outsole",Comfort Sandals,Synthetic,Slip-On,PVC,Daily,
Provogue,Men Comfort Sandals,₹878,MRP ₹2929,(70% OFF),3.4,48 Ratings,"A pair of brown comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,3 months
Action,Men Comfort Sandals,₹917,MRP ₹1699,(46% OFF),4.5,13 Ratings,"A pair of comfort sandals
Synthetic leather upper with buckle closure
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic Leather,Buckle,PU,Daily,
Provogue,Men Comfort Sandals,₹857,MRP ₹2859,(70% OFF),3,5 Ratings,"A pair of black comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,3 months
One8,Men Comfort Sandals,₹989,MRP ₹1099,(10% OFF),4.8,19 Ratings,"A pair of black comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned tpr outsole",Comfort Sandals,Synthetic Leather,Slip-On,TPR,Daily,
El Paso,Men Comfort Sandals,₹869,MRP ₹2899,(70% OFF),3.9,11 Ratings,"A pair of tan brown comfort sandals
Synthetic leather upper with buckle closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Buckle,PU,Daily,3 months
Action,Men Comfort Sandals,₹917,MRP ₹1699,(46% OFF),4.5,13 Ratings,"A pair of comfort sandals
Synthetic leather upper with buckle closure
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic Leather,Buckle,PU,Daily,
Liberty,Men Comfort Sandals,₹924,MRP ₹2499,(63% OFF),3.5,6 Ratings,"A pair of blue comfort sandals
Pu upper with velcro closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,PU,Velcro,PU,Daily,1 month
Sparx,Men Sports Sandals,₹944,MRP ₹1049,(10% OFF),4.2,409 Ratings,"A pair of black sports sandals
Synthetic Leather upper with velcro closure
Cushioned footbed
Patterned tpr outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",,Synthetic,Velcro,,,
SHENCES,Men Comfort Sandals,₹989,MRP ₹3299,(70% OFF),3.7,12 Ratings,"A pair of tan comfort sandals, with slip-on closure
Synthetic suede upper 
Cushioned footbed
Patterned tpr outsole",Comfort Sandals,Synthetic Suede,Slip-On,TPR,Daily,
Liberty,Men Comfort Sandals,₹974,MRP ₹1499,(35% OFF),4.3,53 Ratings,"A pair of black comfort sandals
Pu upper with slip-on closure
Cushioned footbed
Patterned synthetic outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Comfort Sandals,PU,Slip-On,Synthetic,Daily,1 month
Sparx,Men Sports Sandals,₹759,MRP ₹949,(20% OFF),4.2,40 Ratings,"A pair of blue solid sports sandals
Secured with a velcro closure
EVA upper",Sports Sandals,Synthetic,Velcro,PU,Sports,
Coolers,Men Red Sandals,₹769,MRP ₹1099,(30% OFF),3.8,11 Ratings,"A pair of red comfort sandals
Synthetic Leather upper with slip-on closure
Cushioned footbed
Patterned synthetic outsole",Comfort Sandals,Synthetic Leather,Slip-On,Synthetic,Daily,
Action,Men Comfort Sandals,₹866,MRP ₹1699,(49% OFF),4,8 Ratings,"A pair of black comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,
FAUSTO,Men Fisherman Sandals,₹1117,MRP ₹1299,(14% OFF),3.8,28 Ratings,"A pair of brown fisherman sandals
Pu upper with velcro closure
Cushioned footbed
Patterned tpr outsole",Fisherman Sandals,PU,Velcro,TPR,Daily,
ID,Men Comfort Sandals,₹950,MRP ₹2585,(Rs. 1635 OFF),3.6,30 Ratings,"A pair of tan comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pvc outsole",Comfort Sandals,Synthetic Leather,Slip-On,PVC,Daily,
Khadims,Men Clogs Sandals,₹519,MRP ₹649,(20% OFF),3.1,28 Ratings,"A pair of blue clogs
Mesh upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Clogs,Mesh,Slip-On,EVA,Daily,
Provogue,Men Comfort Sandals,₹857,MRP ₹2859,(70% OFF),3.1,15 Ratings,"A pair of tan comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,3 months
Sparx,Men Sports Sandals,₹806,MRP ₹949,(15% OFF),4.2,163 Ratings,"A pair of black sports sandals
Synthetic Leather upper with velcro closure
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Sports Sandals,Synthetic,Velcro,Synthetic,Sports,
Sparx,Men Sports Sandals,₹711,MRP ₹749,(5% OFF),3.8,9 Ratings,"A pair of brown sports sandals with velcro closure
Synthetic upper
Cushioned footbed
Patterned eva outsole",,Synthetic,Velcro,,,
HERE&NOW,Men Comfort Sandals,₹836,MRP ₹2699,(69% OFF),4.6,8 Ratings,"A pair of tan comfort sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic,Velcro,Rubber,Daily,
Roadster,The Lifestyle Co Men Comfort Sandals,₹1079,MRP ₹1799,(40% OFF),3.3,6 Ratings,"Brown solid comfort sandals, secured with a velcro closure
Synthetic Leather upper
Cushioned footbed
TPR outsole
Warranty: 45 Days
Warranty provided by brand/manufacturer",Comfort Sandals,Synthetic Leather,Velcro,TPR,Daily,45 days
LEONCINO,Men Comfort Sandals,₹919,MRP ₹3596,(Rs. 2677 OFF),4.4,8 Ratings,"A pair of black comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,
