Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Heel Type,Type,Heel Height,Fastening and Back Detail,Toe Shape,Pattern,Ornamentation,Ankle Height,Occasion,Sole Material,Warranty
MOSAC,Party Platform Sandals,₹659,MRP ₹1499,(56% OFF),3.9,23 Ratings,"A pair of black sandals ,has regular ankle and open back
Synthetic leather solid upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a platform",Platform,Sandals,2.5 inches,Open Back,Square Toe,Solid,Western - Embellished,Regular,Party,PVC,
ELLE,Black Round Toe Pumps Block Heels,₹1484,MRP ₹2699,(45% OFF),3.9,82 Ratings,"A pair of black pumps ,has regular ankle and closed back
Synthetic solid upper with western embellished 
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days
Warranty provided by brand/manufacturer",Block,Pumps,2 inches,Closed Back,Square Toe,Solid,Western - Embellished,Regular,Casual,PU,15 days
DressBerry,PU Kitten Pumps with Buckles,₹1024,MRP ₹2499,(59% OFF),4,78 Ratings,"A pair of black pumps ,has regular ankle and backstrap
Pu solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a kitten
Warranty: 28 days",Kitten,Pumps,2 inches,Backstrap,Pointed Toe,Solid,Buckles,Regular,Casual,PU,28 days
Mast & Harbour,Beige Textured Open Toe Wedge Heels,₹899,MRP ₹2999,(Rs. 2100 OFF),4.4,27 Ratings,"A pair of beige sandals ,has regular ankle and open back
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,2 inches,Open Back,Open Toe,Textured,,Regular,Casual,TPR,
Shoetopia,Embellished Flatform Heels,₹999,MRP ₹1999,(50% OFF),4.3,97 Ratings,"A pair of cream-coloured embellished flatform heels ,has regular ankle and open back
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Flatform,Sandals,2 inches,Open Back,Round Toe,Solid,Western - Embellished,Regular,Casual,PU,
Try Me,Stiletto Heeled Embellished Sandals,₹899,MRP ₹1999,(55% OFF),4.2,5 Ratings,"A pair of rose gold Sandals ,has regular ankle and Open Back
Synthetic solid upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block",Stiletto,Sandals,2 inches,Open Back,Square Toe,Embellished,Western - Embellished,Regular,Party,TPR,
Denill,Embellished Block Heels,₹999,MRP ₹2499,(60% OFF),4.2,145 Ratings,"A pair of copper-toned embellished block heels ,has regular ankle and closed back
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Block,Sandals,2.5 inches,Closed Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,TPR,
Gibelle,Open Toe Block Heels,₹699,MRP ₹1999,(65% OFF),4.1,249 Ratings,"A pair of tan open toe block heels, open back
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Block,Sandals,1.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,Rubber,
Mochi,Buckled Open Toe Wedge Heels,₹1374,MRP ₹2290,(40% OFF),4.3,154 Ratings,"A pair of black and gold-toned buckled open toe wedge heels,has regular ankle and open back
Synthetic upper 
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,4 inches,Open Back,Open Toe,Embellished,Buckles,Regular,Casual,PU,1 month
Tokyo Talkies,Gold Toned Kitten Heeled Sandals,₹894,MRP ₹1598,(44% OFF),4.2,776 Ratings,"A pair of gold toned sandals has regular and open back
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a kitten heeled
Warranty: 15 days",Kitten,Sandals,2 inches,Open Back,Open Toe,Solid,,Regular,Casual,Tunit,
Carlton London,Women Block Heels Sandals,₹1259,MRP ₹2099,(40% OFF),4.7,6 Ratings,"A pair of black sandals ,has regular ankle and open back
Synthetic solid upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days
Warranty provided by brand/manufacturer",Block,Sandals,2 inches,Open Back,Square Toe,Solid,Western - Embellished,Regular,Casual,Resin,15 days
Carlton London sports,Textured T-Strap Comfort Heels,₹1319,MRP ₹2199,(40% OFF),4.1,179 Ratings,"A pair of grey t-strap comfort heels
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Comfort,Sandals,1.5 inches,Open Back,Open Toe,Textured,,Regular,Casual,EVA,
DressBerry,Women PU Wedge Sandal Heels with Buckles,₹874,MRP ₹2499,(65% OFF),4,101 Ratings,"A pair of beige pumps ,has mid-top ankle and open back
Pu solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,2.5 inches,Open Back,Round Toe,Solid,Buckles,Mid-Top,Casual,TPR,
Shoetopia,Pink Embellished Party Block Pumps,₹897,MRP ₹1495,(40% OFF),4.2,923 Ratings,"A pair of pink pumps, has regular ankle and open back
Synthetic embellished upper
Cushioned footbed
Textured and patterend outsole, has a block",Block,Pumps,2 inches,Open Back,Pointed Toe,Embellished,,Regular,Party,Resin,
20Dresses,Green Buckle Detailed Kitten Heels,₹1721,MRP ₹2295,(25% OFF),3.5,6 Ratings,"A pair of green buckle detailed kitten heels ,has regular ankle and open back
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Kitten,Sandals,2.5 inches,Open Back,Open Toe,Solid,Buckles,Regular,Casual,Resin,
Flat n Heels,Stiletto Pumps with Bows,₹1999,MRP ₹3999,(50% OFF),4,46 Ratings,"A pair of black pumps ,has regular ankle and backstrap
Synthetic solid upper with bows
Cushioned footbed
Textured and patterend outsole, has a stiletto
Warranty: 1 month",Stiletto,Pumps,3.5 inches,Backstrap,Pointed Toe,Solid,Bows,Regular,Casual,Resin,1 month
Roadster,The Lifestyle Co. Blue Textured Pointed Toe Block Heel Mules,₹999,MRP ₹2499,(60% OFF),4.2,1.3k Ratings,"A pair of blue and brown textured block heel mules, has backstrap fastening details
Synthetic Leather upper
Cushioned footbed
Rubber sole material
Block heeled",Block,Mules,3 inches,Backstrap,Pointed Toe,Textured,,Regular,Casual,Rubber,
Shezone,Pointed Toe Pumps Block Heels,₹999,MRP ₹1999,(50% OFF),3.9,148 Ratings,"A pair of nude-coloured heels,has regular ankle and closed back 
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Block,Pumps,2 inches,Closed Back,Pointed Toe,Solid,,Regular,Casual,Rubber,1 month
Shoetopia,Women Cream-coloured Woven Design Embellished Mules,₹899,MRP ₹1999,(55% OFF),4.1,1.1k Ratings,"A pair of creame-coloured mules, open back detail
Synthetic woven design upper
Cushioned footbed
Textured and patterend outsole, has a block heel",Block,Mules,2.5 inches,Open Back,Pointed Toe,Woven Design,Ethnic - Embellished,Regular,Ethnic,Resin,
Metro,Grey Embellished Party Block Sandals,₹1098,MRP ₹1690,(35% OFF),4.3,968 Ratings,"A pair of grey sandals ,has regular ankle and open back
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month",Block,Sandals,2 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Party,Resin,1 month
DressBerry,White Embellished Block Heels,₹999,MRP ₹2499,(60% OFF),4.2,411 Ratings,"A pair of white heels,has regular ankle and open back
Synthetic embellished upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,3 inches,Open Back,Open Toe,Embellished,,Regular,Casual,Resin,
DressBerry,Silver-Toned Embellished Block Heels,₹999,MRP ₹2499,(60% OFF),4.2,410 Ratings,"A pair of silver-toned heels,has regular ankle and open back
Synthetic embellished upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,3 inches,Open Back,Open Toe,Embellished,,Regular,Casual,Resin,
Shoetopia,Black Wedge Heels,₹899,MRP ₹1999,(55% OFF),3.9,1.2k Ratings,"A pair of black heels,has regular ankle and open back
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,2.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,Rubber,
Mochi,Black Wedge Heels,₹1194,MRP ₹1990,(40% OFF),4.3,594 Ratings,"A pair of black sandals ,has regular ankle and open back
Synthetic solid upper with other
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 1 month",Wedge,Sandals,4 inches,Open Back,Open Toe,Solid,,Regular,Casual,PU,1 month
DressBerry,Yellow Embellished Pointed Toe Stiletto Heeled Pumps,₹999,MRP ₹2999,(Rs. 2000 OFF),3.7,167 Ratings,"A pair of yellow pumps ,has regular ankle and backstraps
Synthetic embellished upper 
Cushioned footbed
Textured and patterend outsole, has a stiletto",Stiletto,Pumps,3 inches,Backstrap,Pointed Toe,Embellished,Western - Embellished,Regular,Casual,Resin,
Allen Solly,Textured Kitten Heels,₹1931,MRP ₹2299,(16% OFF),4,177 Ratings,"A pair of white kitten heel sandals
Has regular ankle and backstrap with buckle closure
Pu textured upper
Cushioned footbed
Textured and patterend outsole, has a kitten
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Kitten,Sandals,2 inches,Backstrap,Open Toe,Textured,,Regular,Casual,Resin,6 months
DressBerry,Rose Gold-Toned Embellished Block Heels,₹999,MRP ₹2499,(60% OFF),4.2,409 Ratings,"A pair of rose gold-toned embellished block heels ,has regular ankle and open back
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Block,Sandals,3 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Party,Resin,
Mochi,Brown Wedge Pumps,₹1293,MRP ₹1990,(35% OFF),4.3,139 Ratings,"A pair of brown pumps ,has regular ankle and closed back
Synthetic solid upper with other
Cushioned foot bed
Textured and patterned outsole, has a wedge
Warranty: 1 month",Wedge,Pumps,2 inches,Closed Back,Round Toe,Solid,,Regular,Casual,PU,1 month
Mochi,Brown Wedge Pumps,₹1293,MRP ₹1990,(35% OFF),4.3,139 Ratings,"A pair of brown pumps ,has regular ankle and closed back
Synthetic solid upper with other
Cushioned foot bed
Textured and patterned outsole, has a wedge
Warranty: 1 month",Wedge,Pumps,2 inches,Closed Back,Round Toe,Solid,,Regular,Casual,PU,1 month
Allen Solly,Knot Detail Wedges,₹1579,MRP ₹1999,(21% OFF),4.5,40 Ratings,"A pair of blue knot detail heels, has regular ankle and open back
Pu solid upper
Cushioned footbed
Textured and patterned outsole, has wedges
Warranty: 6 months
Warranty provided by brand manufacturer",Wedge,Sandals,2 inches,Open Back,Open Toe,Solid,,Regular,Casual,TPR,6 months
Shoetopia,Women Tan Solid Heels,₹749,MRP ₹999,(25% OFF),3.9,542 Ratings,"A pair of tan open toe sandals, has regular styling, backstrap detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has a wedge heel",Wedge,Sandals,1 inch,Backstrap,Open Toe,Solid,,Regular,Casual,TPU,
Shoetopia,Embellished Open Toe Velcro Wedges,₹899,MRP ₹1999,(55% OFF),4,83 Ratings,"A pair of grey embellishedopen toe wedges, has regular ankle and ankle loop
Mesh upper
Cushioned footbed
Textured and patterend outsole, has a block",Wedge,Sandals,1 inch,Ankle Loop,Open Toe,Embellished,,Regular,Casual,PU,
Allen Solly,Women Colourblocked Block Heel Pumps with Snake Skin Textured Detail,₹2071,MRP ₹2799,(26% OFF),3.8,147 Ratings,"A pair of green block heel pumps
Has regular ankle and closed back
PU colourblocked upper with snake skin textured detail 
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by the brand owner/ manufacturer",Block,Pumps,3 inches,Closed Back,Pointed Toe,Colourblocked,,Regular,Casual,Resin,6 months
CORSICA,Women Party Block Pumps,₹1399,MRP ₹3499,(Rs. 2100 OFF),3.9,38 Ratings,"A pair of silver-toned pumps ,has mid-top ankle and backstrap
Synthetic patent solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month",Block,Pumps,3 inches,Backstrap,Pointed Toe,Solid,,Mid-Top,Party,TPR,1 month
Metro,Black Embellished Wedge Sandals,₹1194,MRP ₹1990,(40% OFF),3.9,738 Ratings,"A pair of black sandals ,has regular ankle and open back
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 1 month",Wedge,Sandals,2.5 inches,Open Back,Round Toe,Embellished,Western - Embellished,Regular,Casual,PU,1 month
Lavie,Wedge Heel Sandals,₹1119,MRP ₹3999,(Rs. 2880 OFF),4,5 Ratings,"A pair of pink Wedge Heel Sandals
Synthetic patent solid upper  
Cushioned footbed
Textured and patterend outsole 
Warranty: 1 month  
Warranty provided by brand owner/manufacturer",Wedge,Sandals,3 inches,Ankle Loop,Open Toe,Solid,,Regular,Casual,PVC,1 month
Metro,Women Colourblocked Casual Kitten Heels,₹929,MRP ₹1690,(45% OFF),4.3,962 Ratings,"A pair of sandals,has regular ankle and backstrap
Synthetic colourblocked upper with other
Cushioned footbed
Textured and patterend outsole, has a kitten
Warranty: 1 month",Kitten,Sandals,2 inches,Backstrap,Pointed Toe,Colourblocked,,Regular,Casual,Resin,1 month
Allen Solly,Block Heel Pumps,₹2211,MRP ₹2799,(21% OFF),4.4,41 Ratings,"A pair of mustard solid pumps, has regular ankle and closed back, slip-on closure
PU solid upper
Cushioned footbed
Textured and patterend outsole
has a block heel
Warranty: 6 months
Warranty provided by the brand owner/ manufacturer",Block,Pumps,2 inches,Closed Back,Round Toe,Solid,,Regular,Casual,TPR,6 months
Try Me,Textured Pointed Toe Stiletto Heeled Pumps,₹945,MRP ₹2199,(57% OFF),3.6,138 Ratings,"A pair of brown pumps ,has regular ankle and backstrap
Synthetic leather textured upper 
Cushioned footbed
Textured and patterend outsole, has a Stiletto heeled",Stiletto,Pumps,3 inches,Backstrap,Pointed Toe,Textured,,Regular,Casual,TPR,
Marc Loire,Gold-Toned PU Party Wedge Heels,₹1482,MRP ₹2695,(45% OFF),4.3,1k Ratings,"A pair of gold-toned sandals ,has regular ankle and ankle loop
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: limited warranty",Wedge,Sandals,3.5 inches,Ankle Loop,Open Toe,Solid,,Regular,Party,TPR,Limited Warranty
Carlton London sports,Embellished Flatform Heels,₹1319,MRP ₹2399,(45% OFF),3.9,265 Ratings,"A pair of grey and black sandals ,has mid-top ankle and open back
Synthetic embellished upper
Cushioned footbed
Textured and patterend outsole, has a flatform
Warranty: 1 month",Flatform,Sandals,1.5 inches,Open Back,Round Toe,Embellished,,Mid-Top,Casual,EVA,1 month
DressBerry,Women Peep Toe Block Heels,₹999,MRP ₹2199,(Rs. 1200 OFF),4.2,487 Ratings,"A pair of rose gold peep toes ,has regular ankle and backstrap
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a block heels",Block,Peep Toes,3 inches,Backstrap,Peep Toe,Solid,,Regular,Casual,PU,
Denill,Embellished Block Heels,₹999,MRP ₹2499,(60% OFF),4.3,169 Ratings,"A pair of black embellished block heels ,has mid-top ankle and open abck
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Block,Sandals,2 inches,Open Back,Open Toe,Embellished,Western - Embellished,Mid-Top,Casual,PU,
DressBerry,Transparent Strappy Open Toe Block Heels,₹899,MRP ₹2499,(64% OFF),3.9,55 Ratings,"A pair of silver-toned strappy open toe block heels, has regular ankle and open back
Synthetic upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,Resin,
Mochi,Floral Printed Wedge Mules,₹1494,MRP ₹2490,(40% OFF),4.3,114 Ratings,"A pair of black heels,has regular ankle and open back
Synthetic printed upper
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Wedge,Sandals,4 inches,Open Back,Open Toe,Printed,,Regular,Casual,PU,1 month
Shoetopia,Ultra Velvet Party Block Heels With Bows,₹989,MRP ₹2999,(67% OFF),4.1,882 Ratings,"A pair of gold-toned heels ,has regular ankle and open back 
Velvet solid upper with bows
Cushioned footbed
Textured and patterend outsole, has a block heeled",Block,Sandals,3 inches,Open Back,Open Toe,Solid,Bows,Regular,Party,Resin,
Metro,Black Open-Toe Kitten Heels Sandals,₹1134,MRP ₹1890,(40% OFF),4.3,655 Ratings,"A pair of black sandals ,has regular ankle and lace-ups
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a kitten
Warranty: 1 month
Warranty provided by brand/manufacturer",Kitten,Sandals,4 inches,Backstrap,Open Toe,Solid,,Regular,Casual,Resin,1 month
Metro,Embellished Block Sandals,₹1183,MRP ₹1690,(30% OFF),4.5,22 Ratings,"A pair of gold-toned sandal,has regular ankle and open back
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month
Warranty provided by brand/manufacturer",Block,Sandals,1.5 inches,Open Back,Square Toe,Embellished,Western - Embellished,Regular,Party,TPR,1 month
Styli,Open-Toe Platform Heels,₹558,MRP ₹1299,(57% OFF),4.2,15 Ratings,"A pair of red sandals ,has regular ankle and open back
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a platform heel ",Platform,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,PU,
Allen Solly,Cross Straps Block Heels,₹1931,MRP ₹2299,(16% OFF),4,163 Ratings,"A pair of black cross strap block heel sandals
Has regular ankle and backstrap with buckle closure
Pu solid upper
Cushioned footbed
Textured and patterend outsole
Warranty: 6 months
Warranty provided by the brand owner/ manufacturer",Block,Sandals,2.5 inches,Backstrap,Open Toe,Solid,,Regular,Casual,Resin,6 months
EVERLY,Textured Open Toe Wedges,₹1499,MRP ₹3999,(Rs. 2500 OFF),4.6,89 Ratings,"A pair of beigetextured open toe wedges, has regular ankle and open back
Synthetic leather upper 
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,4 inches,Open Back,Open Toe,Textured,Bows,Regular,Casual,TPR,
House of Pataudi,Woven Design Wedge Heels,₹2013,MRP ₹3799,(47% OFF),4.1,11 Ratings,"A pair of gold toned heels, has regular ankle and open back
Synthetic woven design upper
Cushioned footbed
Textured and patterend outsole, has a wedge heel
Comes with a shoe bag

Disclaimer: This product has been crafted by hand and may have slight irregularities in print, embroidery, or colour between individual products.",Wedge,Sandals,3.5 inches,Open Back,Open Toe,Woven Design,,Regular,Casual,TPR,
JM Looks,Embellished Party Kitten Mules,₹997,MRP ₹1995,(50% OFF),4.2,149 Ratings,"A pair of black mules ,has regular ankle and lace-ups
Synthetic embellished upper with other
Cushioned footbed
Textured and patterend outsole, has a kitten
Warranty: 1 month",Kitten,Mules,3 inches,Lace-Ups,Square Toe,Embellished,,Regular,Party,Resin,1 month
ICONICS,Textured Block Pumps With Bows,₹899,MRP ₹1999,(55% OFF),4.1,423 Ratings,"A pair of black pumps ,has regular ankle and closed back
Synthetic textured upper with bows
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days",Block,Pumps,2.5 inches,Closed Back,Pointed Toe,Textured,Bows,Regular,Casual,Resin,15 days
VALIOSAA,Knotted Strap Block Heel Mules,₹1597,MRP ₹3195,(50% OFF),4.2,27 Ratings,"A pair of maroon knotted strap block heel mules,has regular ankle and backstrap
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: limited warranty
Warranty provided by brand/manufacturer",Block,Mules,2 inches,Backstrap,Pointed Toe,Solid,,Regular,Casual,Resin,Limited Warranty
ELLE,Embellished Square Toe Party Block Pumps,₹1374,MRP ₹2499,(45% OFF),3.8,145 Ratings,"A pair of cream-coloured pumps ,has regular ankle and closed back
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block heel 
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Block,Pumps,2 inches,Closed Back,Square Toe,Embellished,Western - Embellished,Regular,Party,Resin,15 days
GARDIN,Open Toe Wedges With Backstrap,₹1599,MRP ₹3999,(60% OFF),4.4,9 Ratings,"A pair of gold-toned & brown heels ,has regular ankle and backstrap
Pu solid upper 
Cushioned footbed
Textured and patterend outsole, has a wedges
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Wedge,Sandals,3 inches,Backstrap,Open Toe,Solid,,Regular,Casual,PU,15 days
Allen Solly,Women Horse-Bit Detail Block Heel Pumps,₹2071,MRP ₹2799,(26% OFF),4.1,212 Ratings,"A pair of teal blue block heel pumps
Has regular ankle and closed back with slip-on closure
PU solid upper with horse-bit detail
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by the brand owner/ manufacturer",Block,Pumps,3 inches,Closed Back,Square Toe,Solid,,Regular,Casual,Resin,6 months
Mast & Harbour,Textured Open Toe Block Heels,₹899,MRP ₹2499,(Rs. 1600 OFF),4.3,56 Ratings,"A pair of black open toe heels, has regular ankle and backstrap
Synthetic textured upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,2 inches,Backstrap,Open Toe,Textured,,Regular,Casual,Resin,
Carlton London sports,Strappy Open Toe Flatform Heels,₹1319,MRP ₹2399,(45% OFF),4.1,192 Ratings,"A pair of black strappy open toe flatform heels,has regular ankle and open back
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Flatform,Sandals,1.5 inches,Backstrap,Open Toe,Solid,,Regular,Casual,EVA,1 month
Marc Loire,Grey PU Work Platform Heels,₹1677,MRP ₹2995,(44% OFF),3.6,250 Ratings,"A pair of grey sandals ,has regular ankle and backstrap
Pu solid upper 
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: limited warranty",Flatform,Sandals,2.5 inches,Backstrap,Open Toe,Solid,,Regular,Work,EVA,Limited Warranty
Shoetopia,Embellished Slim Heeled Pumps with Bows,₹989,MRP ₹2999,(67% OFF),4.1,888 Ratings,"A pair of mauve pointed toe pumps, has regular ankle and open back detail
Synthetic embellished upper with bows
Cushioned footbed
Textured and patterend outsole, has a slim heeled",Slim,Pumps,3 inches,Open Back,Pointed Toe,Embellished,Bows,Regular,Party,Resin,
VALIOSAA,Rose Gold Printed Ethnic Stiletto Sandals with Buckles,₹1559,MRP ₹2999,(48% OFF),3.4,16 Ratings,"A pair of rose gold sandals ,has regular ankle and ankle loop
Synthetic printed upper with buckles
Cushioned footbed
Textured and patterend outsole, has a stiletto
Warranty: limited warranty",Stiletto,Sandals,2.5 inches,Ankle Loop,Open Toe,Printed,Buckles,Regular,Ethnic,PU,Limited Warranty
Carlton London,Block Sandals with Buckles,₹1379,MRP ₹2299,(40% OFF),4.3,151 Ratings,"A pair of gold-toned sandals ,has regular ankle and backstrap
Synthetic solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days",Block,Sandals,1 inch,Backstrap,Pointed Toe,Solid,Buckles,Regular,Casual,Resin,15 days
Metro,Women Black Embellished Open Toe Wedges,₹1094,MRP ₹1990,(45% OFF),4.4,799 Ratings,"A pair of black wedges,has regular ankle and
Synthetic upper
Cushioned footbed
Textured and patterend outsole, has a
Warranty: 1 month",Wedge,Sandals,3 inches,Open Back,Open Toe,Embellished,,Regular,Ethnic,PU,1 month
ELLE,Textured Square Toe Block Heels With Backstrap,₹1264,MRP ₹2299,(45% OFF),3.8,139 Ratings,"A pair of black heels ,has regular ankle and backstrap
Synthetic textured upper 
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Block,Sandals,2.5 inches,Backstrap,Square Toe,Textured,,Regular,Casual,Resin,15 days
EVERLY,Textured Bow Detail Open Toe Wedges,₹1499,MRP ₹3999,(Rs. 2500 OFF),4.4,109 Ratings,"A pair of beige textured open toe bow detail wedges, has regular ankle and open back
Synthetic leather upper 
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,4 inches,Open Back,Open Toe,Textured,Bows,Regular,Casual,TPR,
Bata comfit,Brown Embellished Comfort Sandals,₹1444,MRP ₹1699,(15% OFF),4.6,37 Ratings,"A pair of brown sandals ,has regular ankle and backstrap
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a comfort",Comfort,Sandals,1 inch,Backstrap,Round Toe,Embellished,Western - Embellished,Regular,Casual,TPR,
Allen Solly,Open Toe Block Heel,₹1679,MRP ₹1999,(16% OFF),2.7,15 Ratings,"A pair of blue and green gradiant design heels, has regular ankle and backstrap with buckle closure
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a block heel
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Block,Sandals,1.5 inches,Backstrap,Open Toe,Solid,,Regular,Casual,Rubber,6 months
DressBerry,Beige Open Toe Block Heels,₹899,MRP ₹1799,(50% OFF),4.3,275 Ratings,"A pair of beige open toe heels, has regular ankle and open back detail
Synthetic solid upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,Resin,
Metro,Printed Round Toe Wedge Heels,₹1145,MRP ₹2290,(50% OFF),4.4,307 Ratings,"A pair of sandals ,has regular ankle and open back
Synthetic woven design upper
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,4 inches,Open Back,Open Toe,Woven Design,,Regular,Casual,PU,1 month
Metro,Black Kitten Sandals,₹845,MRP ₹1690,(50% OFF),4.3,966 Ratings,"A pair of black sandals ,has regular ankle and backstrap
Synthetic solid upper with other
Cushioned footbed
Textured and patterend outsole, has a kitten
Warranty: 1 month",Kitten,Sandals,2 inches,Backstrap,Open Toe,Solid,,Regular,Casual,Resin,1 month
Shezone,Embellished Open Toe Block Heels With Backstrap,₹999,MRP ₹1999,(50% OFF),4,355 Ratings,"A pair of gold-toned heels ,has regular ankle and backstrap 
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block heels 
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Block,Sandals,2 inches,Backstrap,Open Toe,Embellished,Western - Embellished,Regular,Casual,Rubber,1 month
Allen Solly,White Solid Pumps with Knot Detail,₹1931,MRP ₹2299,(16% OFF),4,136 Ratings,"A pair of white pumps with knot detail, has regular ankle and closed back
Pu solid upper with other
Cushioned footbed
Textured and patterned outsole, has block heels
Warranty: 6 months
Warranty provided by brand/manufacturer",Block,Pumps,1.5 inches,Closed Back,Round Toe,Solid,,Regular,Casual,Rubber,6 months
Sherrif Shoes,Textured Block Heel Mules,₹1150,MRP ₹3195,(64% OFF),4.2,135 Ratings,"A pair of black textured block heel mules,has mid-top ankle and ankle loop
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Block,Mules,1 inch,Ankle Loop,Pointed Toe,Textured,,Mid-Top,Casual,Rubber,
Metro,Open-Toe Wedge Heels,₹1374,MRP ₹2290,(40% OFF),4.5,560 Ratings,"A pair of heels,has regular ankle and backstrap
Synthetic solid upper
Cushioned footbed
Textured and patterned outsole, has a wedge
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,3 inches,Backstrap,Open Toe,Solid,,Regular,Casual,PU,1 month
DressBerry,Open Toe Block Heels With Buckles,₹799,MRP ₹1599,(Rs. 800 OFF),4,573 Ratings,"A pair of black heels ,has regular ankle and closed back
Pu solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a block heels",Block,Sandals,2 inches,Closed Back,Open Toe,Solid,Buckles,Regular,Casual,Resin,
Metro,Open Toe Ankle Loop Block Heels,₹1494,MRP ₹2490,(40% OFF),4.3,213 Ratings,"A pair of gold-toned sandals ,has regular ankle and ankle loop 
Synthetic solid upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Block,Sandals,1.5 inches,Ankle Loop,Open Toe,Solid,Western - Embellished,Regular,Casual,PU,1 month
